x	y	group	clickSelects
48098.5	5.09999999999855	61	48093-48104
48098.1	5.5	61	48093-48104
48098.6	6	62	48093-48105
48099	6.40000000000146	62	48093-48105
48099.4	6	62	48093-48105
48099	5.59999999999855	62	48093-48105
48098.6	6	62	48093-48105
48099.1	6.5	63	48093-48106
48099.5	6.90000000000146	63	48093-48106
48099.9	6.5	63	48093-48106
48099.5	6.09999999999855	63	48093-48106
48099.1	6.5	63	48093-48106
48099.6	7	64	48093-48107
48100	7.40000000000146	64	48093-48107
48100.4	7	64	48093-48107
48100	6.59999999999855	64	48093-48107
48099.6	7	64	48093-48107
48100.1	7.5	65	48093-48108
48100.5	7.90000000000146	65	48093-48108
48100.9	7.5	65	48093-48108
48100.5	7.09999999999855	65	48093-48108
48100.1	7.5	65	48093-48108
48100.6	8	66	48093-48109
48101	8.40000000000146	66	48093-48109
48101.4	8	66	48093-48109
48101	7.59999999999855	66	48093-48109
48100.6	8	66	48093-48109
48101.1	8.5	67	48093-48110
48101.5	8.90000000000146	67	48093-48110
48101.9	8.5	67	48093-48110
48101.5	8.09999999999855	67	48093-48110
48101.1	8.5	67	48093-48110
48101.6	9	68	48093-48111
48102	9.40000000000146	68	48093-48111
48102.4	9	68	48093-48111
48102	8.59999999999855	68	48093-48111
48101.6	9	68	48093-48111
48102.1	9.5	69	48093-48112
48102.5	9.90000000000146	69	48093-48112
48102.9	9.5	69	48093-48112
48102.5	9.09999999999854	69	48093-48112
48102.1	9.5	69	48093-48112
48102.6	10	70	48093-48113
48103	10.4000000000015	70	48093-48113
48103.4	10	70	48093-48113
48103	9.59999999999854	70	48093-48113
48102.6	10	70	48093-48113
48103.1	10.5	71	48093-48114
48103.5	10.9000000000015	71	48093-48114
48103.9	10.5	71	48093-48114
48103.5	10.0999999999985	71	48093-48114
48103.1	10.5	71	48093-48114
48103.6	11	72	48093-48115
48104	11.4000000000015	72	48093-48115
48104.4	11	72	48093-48115
48104	10.5999999999985	72	48093-48115
48103.6	11	72	48093-48115
48104.1	11.5	73	48093-48116
48104.5	11.9000000000015	73	48093-48116
48104.9	11.5	73	48093-48116
48104.5	11.0999999999985	73	48093-48116
48104.1	11.5	73	48093-48116
48104.6	12	74	48093-48117
48105	12.4000000000015	74	48093-48117
48105.4	12	74	48093-48117
48105	11.5999999999985	74	48093-48117
48104.6	12	74	48093-48117
48105.6	13	75	48093-48119
48106	13.4000000000015	75	48093-48119
48106.4	13	75	48093-48119
48106	12.5999999999985	75	48093-48119
48105.6	13	75	48093-48119
48106.1	13.5	76	48093-48120
48106.5	13.9000000000015	76	48093-48120
48106.9	13.5	76	48093-48120
48106.5	13.0999999999985	76	48093-48120
48106.1	13.5	76	48093-48120
48106.6	14	77	48093-48121
48107	14.4000000000015	77	48093-48121
48107.4	14	77	48093-48121
48107	13.5999999999985	77	48093-48121
48106.6	14	77	48093-48121
48107.1	14.5	78	48093-48122
48107.5	14.9000000000015	78	48093-48122
48107.9	14.5	78	48093-48122
48107.5	14.0999999999985	78	48093-48122
48107.1	14.5	78	48093-48122
48107.6	15	79	48093-48123
48108	15.4000000000015	79	48093-48123
48108.4	15	79	48093-48123
48108	14.5999999999985	79	48093-48123
48107.6	15	79	48093-48123
48108.1	15.5	80	48093-48124
48108.5	15.9000000000015	80	48093-48124
48108.9	15.5	80	48093-48124
48108.5	15.0999999999985	80	48093-48124
48108.1	15.5	80	48093-48124
48108.6	16	81	48093-48125
48109	16.4000000000015	81	48093-48125
48109.4	16	81	48093-48125
48109	15.5999999999985	81	48093-48125
48108.6	16	81	48093-48125
48109.1	16.5	82	48093-48126
48109.5	16.9000000000015	82	48093-48126
48109.9	16.5	82	48093-48126
48109.5	16.0999999999985	82	48093-48126
48109.1	16.5	82	48093-48126
48109.6	17	83	48093-48127
48110	17.4000000000015	83	48093-48127
48110.4	17	83	48093-48127
48110	16.5999999999985	83	48093-48127
48109.6	17	83	48093-48127
48110.1	17.5	84	48093-48128
48110.5	17.9000000000015	84	48093-48128
48110.9	17.5	84	48093-48128
48110.5	17.0999999999985	84	48093-48128
48110.1	17.5	84	48093-48128
48110.6	18	85	48093-48129
48111	18.4000000000015	85	48093-48129
48111.4	18	85	48093-48129
48111	17.5999999999985	85	48093-48129
48110.6	18	85	48093-48129
48111.1	18.5	86	48093-48130
48111.5	18.9000000000015	86	48093-48130
48111.9	18.5	86	48093-48130
48111.5	18.0999999999985	86	48093-48130
48111.1	18.5	86	48093-48130
48111.6	19	87	48093-48131
48112	19.4000000000015	87	48093-48131
48112.4	19	87	48093-48131
48112	18.5999999999985	87	48093-48131
48111.6	19	87	48093-48131
48112.1	19.5	88	48093-48132
48112.5	19.9000000000015	88	48093-48132
48112.9	19.5	88	48093-48132
48112.5	19.0999999999985	88	48093-48132
48112.1	19.5	88	48093-48132
48112.6	20	89	48093-48133
48113	20.4000000000015	89	48093-48133
48113.4	20	89	48093-48133
48113	19.5999999999985	89	48093-48133
48112.6	20	89	48093-48133
48113.1	20.5	90	48093-48134
48113.5	20.9000000000015	90	48093-48134
48113.9	20.5	90	48093-48134
48113.5	20.0999999999985	90	48093-48134
48113.1	20.5	90	48093-48134
48113.6	21	91	48093-48135
48114	21.4000000000015	91	48093-48135
48114.4	21	91	48093-48135
48114	20.5999999999985	91	48093-48135
48113.6	21	91	48093-48135
48114.1	21.5	92	48093-48136
48114.5	21.9000000000015	92	48093-48136
48114.9	21.5	92	48093-48136
48114.5	21.0999999999985	92	48093-48136
48114.1	21.5	92	48093-48136
48114.6	22	93	48093-48137
48115	22.4000000000015	93	48093-48137
48115.4	22	93	48093-48137
48115	21.5999999999985	93	48093-48137
48114.6	22	93	48093-48137
48115.1	22.5	94	48093-48138
48115.5	22.9000000000015	94	48093-48138
48115.9	22.5	94	48093-48138
48115.5	22.0999999999985	94	48093-48138
48115.1	22.5	94	48093-48138
48115.6	23	95	48093-48139
48116	23.4000000000015	95	48093-48139
48116.4	23	95	48093-48139
48116	22.5999999999985	95	48093-48139
48115.6	23	95	48093-48139
48116.1	23.5	96	48093-48140
48116.5	23.9000000000015	96	48093-48140
48116.9	23.5	96	48093-48140
48116.5	23.0999999999985	96	48093-48140
48116.1	23.5	96	48093-48140
48116.6	24	97	48093-48141
48117	24.4000000000015	97	48093-48141
48117.4	24	97	48093-48141
48117	23.5999999999985	97	48093-48141
48116.6	24	97	48093-48141
48117.1	24.5	98	48093-48142
48117.5	24.9000000000015	98	48093-48142
48117.9	24.5	98	48093-48142
48117.5	24.0999999999985	98	48093-48142
48117.1	24.5	98	48093-48142
48093.6	0	99	48094-48094
48094	0.400000000001455	99	48094-48094
48094.4	0	99	48094-48094
48094	-0.400000000001455	99	48094-48094
48093.6	0	99	48094-48094
48094.1	0.5	100	48094-48095
48094.5	0.900000000001455	100	48094-48095
48094.9	0.5	100	48094-48095
48094.5	0.0999999999985448	100	48094-48095
48094.1	0.5	100	48094-48095
48094.6	1	101	48094-48096
48095	1.40000000000146	101	48094-48096
48095.4	1	101	48094-48096
48095	0.599999999998545	101	48094-48096
48094.6	1	101	48094-48096
48095.1	1.5	102	48094-48097
48095.5	1.90000000000146	102	48094-48097
48095.9	1.5	102	48094-48097
48095.5	1.09999999999854	102	48094-48097
48095.1	1.5	102	48094-48097
48095.6	2	103	48094-48098
48096	2.40000000000146	103	48094-48098
48096.4	2	103	48094-48098
48096	1.59999999999854	103	48094-48098
48095.6	2	103	48094-48098
48096.1	2.5	104	48094-48099
48096.5	2.90000000000146	104	48094-48099
48096.9	2.5	104	48094-48099
48096.5	2.09999999999854	104	48094-48099
48096.1	2.5	104	48094-48099
48096.6	3	105	48094-48100
48097	3.40000000000146	105	48094-48100
48097.4	3	105	48094-48100
48097	2.59999999999855	105	48094-48100
48096.6	3	105	48094-48100
48097.1	3.5	106	48094-48101
48097.5	3.90000000000146	106	48094-48101
48097.9	3.5	106	48094-48101
48097.5	3.09999999999855	106	48094-48101
48097.1	3.5	106	48094-48101
48097.6	4	107	48094-48102
48098	4.40000000000146	107	48094-48102
48098.4	4	107	48094-48102
48098	3.59999999999855	107	48094-48102
48097.6	4	107	48094-48102
48098.1	4.5	108	48094-48103
48098.5	4.90000000000146	108	48094-48103
48098.9	4.5	108	48094-48103
48098.5	4.09999999999855	108	48094-48103
48098.1	4.5	108	48094-48103
48098.6	5	109	48094-48104
48099	5.40000000000146	109	48094-48104
48099.4	5	109	48094-48104
48099	4.59999999999855	109	48094-48104
48098.6	5	109	48094-48104
48099.1	5.5	110	48094-48105
48099.5	5.90000000000146	110	48094-48105
48099.9	5.5	110	48094-48105
48099.5	5.09999999999855	110	48094-48105
48099.1	5.5	110	48094-48105
48099.6	6	111	48094-48106
48100	6.40000000000146	111	48094-48106
48100.4	6	111	48094-48106
48100	5.59999999999855	111	48094-48106
48099.6	6	111	48094-48106
48100.1	6.5	112	48094-48107
48100.5	6.90000000000146	112	48094-48107
48100.9	6.5	112	48094-48107
48100.5	6.09999999999855	112	48094-48107
48100.1	6.5	112	48094-48107
48100.6	7	113	48094-48108
48101	7.40000000000146	113	48094-48108
48101.4	7	113	48094-48108
48101	6.59999999999855	113	48094-48108
48100.6	7	113	48094-48108
48101.1	7.5	114	48094-48109
48101.5	7.90000000000146	114	48094-48109
48101.9	7.5	114	48094-48109
48101.5	7.09999999999855	114	48094-48109
48101.1	7.5	114	48094-48109
48101.6	8	115	48094-48110
48102	8.40000000000146	115	48094-48110
48102.4	8	115	48094-48110
48102	7.59999999999855	115	48094-48110
48101.6	8	115	48094-48110
48102.1	8.5	116	48094-48111
48102.5	8.90000000000146	116	48094-48111
48102.9	8.5	116	48094-48111
48102.5	8.09999999999855	116	48094-48111
48102.1	8.5	116	48094-48111
48102.6	9	117	48094-48112
48103	9.40000000000146	117	48094-48112
48103.4	9	117	48094-48112
48103	8.59999999999855	117	48094-48112
48102.6	9	117	48094-48112
48103.1	9.5	118	48094-48113
48103.5	9.90000000000146	118	48094-48113
48103.9	9.5	118	48094-48113
48103.5	9.09999999999854	118	48094-48113
48103.1	9.5	118	48094-48113
48103.6	10	119	48094-48114
48104	10.4000000000015	119	48094-48114
48104.4	10	119	48094-48114
48104	9.59999999999854	119	48094-48114
48103.6	10	119	48094-48114
48104.1	10.5	120	48094-48115
48104.5	10.9000000000015	120	48094-48115
48104.9	10.5	120	48094-48115
48104.5	10.0999999999985	120	48094-48115
48104.1	10.5	120	48094-48115
48104.6	11	121	48094-48116
48105	11.4000000000015	121	48094-48116
48105.4	11	121	48094-48116
48105	10.5999999999985	121	48094-48116
48104.6	11	121	48094-48116
48105.1	11.5	122	48094-48117
48105.5	11.9000000000015	122	48094-48117
48105.9	11.5	122	48094-48117
48105.5	11.0999999999985	122	48094-48117
48105.1	11.5	122	48094-48117
48105.6	12	123	48094-48118
48106	12.4000000000015	123	48094-48118
48106.4	12	123	48094-48118
48106	11.5999999999985	123	48094-48118
48105.6	12	123	48094-48118
48106.1	12.5	124	48094-48119
48106.5	12.9000000000015	124	48094-48119
48106.9	12.5	124	48094-48119
48106.5	12.0999999999985	124	48094-48119
48106.1	12.5	124	48094-48119
48106.6	13	125	48094-48120
48107	13.4000000000015	125	48094-48120
48107.4	13	125	48094-48120
48107	12.5999999999985	125	48094-48120
48106.6	13	125	48094-48120
48107.1	13.5	126	48094-48121
48107.5	13.9000000000015	126	48094-48121
48107.9	13.5	126	48094-48121
48107.5	13.0999999999985	126	48094-48121
48107.1	13.5	126	48094-48121
48107.6	14	127	48094-48122
48108	14.4000000000015	127	48094-48122
48108.4	14	127	48094-48122
48108	13.5999999999985	127	48094-48122
48107.6	14	127	48094-48122
48108.1	14.5	128	48094-48123
48108.5	14.9000000000015	128	48094-48123
48108.9	14.5	128	48094-48123
48108.5	14.0999999999985	128	48094-48123
48108.1	14.5	128	48094-48123
48108.6	15	129	48094-48124
48109	15.4000000000015	129	48094-48124
48109.4	15	129	48094-48124
48109	14.5999999999985	129	48094-48124
48108.6	15	129	48094-48124
48109.1	15.5	130	48094-48125
48109.5	15.9000000000015	130	48094-48125
48109.9	15.5	130	48094-48125
48109.5	15.0999999999985	130	48094-48125
48109.1	15.5	130	48094-48125
48109.6	16	131	48094-48126
48110	16.4000000000015	131	48094-48126
48110.4	16	131	48094-48126
48110	15.5999999999985	131	48094-48126
48109.6	16	131	48094-48126
48110.1	16.5	132	48094-48127
48110.5	16.9000000000015	132	48094-48127
48110.9	16.5	132	48094-48127
48110.5	16.0999999999985	132	48094-48127
48110.1	16.5	132	48094-48127
48110.6	17	133	48094-48128
48111	17.4000000000015	133	48094-48128
48111.4	17	133	48094-48128
48111	16.5999999999985	133	48094-48128
48110.6	17	133	48094-48128
48111.1	17.5	134	48094-48129
48111.5	17.9000000000015	134	48094-48129
48111.9	17.5	134	48094-48129
48111.5	17.0999999999985	134	48094-48129
48111.1	17.5	134	48094-48129
48111.6	18	135	48094-48130
48112	18.4000000000015	135	48094-48130
48112.4	18	135	48094-48130
48112	17.5999999999985	135	48094-48130
48111.6	18	135	48094-48130
48112.1	18.5	136	48094-48131
48112.5	18.9000000000015	136	48094-48131
48112.9	18.5	136	48094-48131
48112.5	18.0999999999985	136	48094-48131
48112.1	18.5	136	48094-48131
48112.6	19	137	48094-48132
48113	19.4000000000015	137	48094-48132
48113.4	19	137	48094-48132
48113	18.5999999999985	137	48094-48132
48112.6	19	137	48094-48132
48113.1	19.5	138	48094-48133
48113.5	19.9000000000015	138	48094-48133
48113.9	19.5	138	48094-48133
48113.5	19.0999999999985	138	48094-48133
48113.1	19.5	138	48094-48133
48113.6	20	139	48094-48134
48114	20.4000000000015	139	48094-48134
48114.4	20	139	48094-48134
48114	19.5999999999985	139	48094-48134
48113.6	20	139	48094-48134
48114.1	20.5	140	48094-48135
48114.5	20.9000000000015	140	48094-48135
48114.9	20.5	140	48094-48135
48114.5	20.0999999999985	140	48094-48135
48114.1	20.5	140	48094-48135
48114.6	21	141	48094-48136
48115	21.4000000000015	141	48094-48136
48115.4	21	141	48094-48136
48115	20.5999999999985	141	48094-48136
48114.6	21	141	48094-48136
48115.1	21.5	142	48094-48137
48115.5	21.9000000000015	142	48094-48137
48115.9	21.5	142	48094-48137
48115.5	21.0999999999985	142	48094-48137
48115.1	21.5	142	48094-48137
48115.6	22	143	48094-48138
48116	22.4000000000015	143	48094-48138
48116.4	22	143	48094-48138
48116	21.5999999999985	143	48094-48138
48115.6	22	143	48094-48138
48116.1	22.5	144	48094-48139
48116.5	22.9000000000015	144	48094-48139
48116.9	22.5	144	48094-48139
48116.5	22.0999999999985	144	48094-48139
48116.1	22.5	144	48094-48139
48116.6	23	145	48094-48140
48117	23.4000000000015	145	48094-48140
48117.4	23	145	48094-48140
48117	22.5999999999985	145	48094-48140
48116.6	23	145	48094-48140
48117.1	23.5	146	48094-48141
48117.5	23.9000000000015	146	48094-48141
48117.9	23.5	146	48094-48141
48117.5	23.0999999999985	146	48094-48141
48117.1	23.5	146	48094-48141
48117.6	24	147	48094-48142
48118	24.4000000000015	147	48094-48142
48118.4	24	147	48094-48142
48118	23.5999999999985	147	48094-48142
48117.6	24	147	48094-48142
48118.1	24.5	148	48094-48143
48118.5	24.9000000000015	148	48094-48143
48118.9	24.5	148	48094-48143
48118.5	24.0999999999985	148	48094-48143
48118.1	24.5	148	48094-48143
48094.6	0	149	48095-48095
48095	0.400000000001455	149	48095-48095
48095.4	0	149	48095-48095
48095	-0.400000000001455	149	48095-48095
48094.6	0	149	48095-48095
48095.1	0.5	150	48095-48096
48095.5	0.900000000001455	150	48095-48096
48095.9	0.5	150	48095-48096
48095.5	0.0999999999985448	150	48095-48096
48095.1	0.5	150	48095-48096
48095.6	1	151	48095-48097
48096	1.40000000000146	151	48095-48097
48096.4	1	151	48095-48097
48096	0.599999999998545	151	48095-48097
48095.6	1	151	48095-48097
48096.1	1.5	152	48095-48098
48096.5	1.90000000000146	152	48095-48098
48096.9	1.5	152	48095-48098
48096.5	1.09999999999854	152	48095-48098
48096.1	1.5	152	48095-48098
48096.6	2	153	48095-48099
48097	2.40000000000146	153	48095-48099
48097.4	2	153	48095-48099
48097	1.59999999999854	153	48095-48099
48096.6	2	153	48095-48099
48097.1	2.5	154	48095-48100
48097.5	2.90000000000146	154	48095-48100
48097.9	2.5	154	48095-48100
48097.5	2.09999999999854	154	48095-48100
48097.1	2.5	154	48095-48100
48097.6	3	155	48095-48101
48098	3.40000000000146	155	48095-48101
48098.4	3	155	48095-48101
48098	2.59999999999855	155	48095-48101
48097.6	3	155	48095-48101
48098.1	3.5	156	48095-48102
48098.5	3.90000000000146	156	48095-48102
48098.9	3.5	156	48095-48102
48098.5	3.09999999999855	156	48095-48102
48098.1	3.5	156	48095-48102
48098.6	4	157	48095-48103
48099	4.40000000000146	157	48095-48103
48099.4	4	157	48095-48103
48099	3.59999999999855	157	48095-48103
48098.6	4	157	48095-48103
48099.1	4.5	158	48095-48104
48099.5	4.90000000000146	158	48095-48104
48099.9	4.5	158	48095-48104
48099.5	4.09999999999855	158	48095-48104
48099.1	4.5	158	48095-48104
48099.6	5	159	48095-48105
48100	5.40000000000146	159	48095-48105
48100.4	5	159	48095-48105
48100	4.59999999999855	159	48095-48105
