x	y	showSelected1
-0.495592277695557	2.33664513515881	48097-48109
-0.442725870104862	1.48733381384427	48097-48110
0.0412959201470092	0.0668159092142615	48097-48111
-0.0525270165263829	0.0908845593071866	48097-48112
-0.133161097064079	0.234005840677592	48097-48113
-0.64682223553411	2.09613268720789	48097-48114
-0.771773295723851	2.4280235267969	48097-48115
-0.344873792272227	0.755784877444279	48097-48116
-0.553685186783957	1.47200884011749	48097-48117
-1.00972971106633	3.01594693945343	48097-48118
-1.2644753812567	5.03134515922794	48097-48119
-1.68203577594921	7.84639390377452	48097-48120
-1.74743664559247	6.39262576582818	48097-48121
-2.08505034986256	8.61879581253604	48097-48122
-0.957835519648445	2.48890726757502	48097-48123
-1.83598349679377	5.65095793302021	48097-48124
-1.56771765639391	3.96573014302767	48097-48125
-1.55087285191958	4.39878432580166	48097-48126
-0.956340531301884	2.1042243217705	48097-48127
-2.10730325995224	4.94709190079391	48097-48128
-1.21511390320772	2.60878508526907	48097-48129
-1.18620728225074	2.04466970107713	48097-48130
-1.41086045434481	2.3126664720369	48097-48131
-1.34512265841848	3.34684951174119	48097-48132
-1.93172079641221	4.46224279888184	48097-48133
-0.924431971541466	1.30249431853659	48097-48134
-1.82411699628855	4.63160855357396	48097-48135
-1.35506952382302	2.65840510310303	48097-48136
-1.08557682055308	2.33808799958811	48097-48137
-1.08789890988404	1.625710263858	48097-48138
-2.04114938583841	4.23576461276553	48097-48139
-1.69416855777436	3.31124192113107	48097-48140
-1.82913871192811	4.08581898282453	48097-48141
-1.05194619528672	1.49824651259251	48097-48142
-0.940060337186573	1.18085911724577	48097-48143
-1.9532985041919	3.18937492067433	48097-48144
-0.779501826835502	0.752882001157805	48097-48145
-1.97480576134658	3.18325769693652	48097-48146
-0.40687484746603	8.02901604527893	48098-48098
-0.168475349601541	1.91925897390074	48098-48099
0.0509848994858203	0.318003252658326	48098-48100
-0.0875891330781271	0.572781452163616	48098-48101
-0.104314332243213	0.632025745201383	48098-48102
-0.104361727733509	0.543462873577371	48098-48103
-0.448575807170695	4.27444906570828	48098-48104
-0.326613732117773	2.16764906443886	48098-48105
-0.439827751805468	3.67696543312257	48098-48106
-0.460702708850818	3.18760672890233	48098-48107
-0.278524489926438	1.33986051081255	48098-48108
-0.54288956959891	3.04114321920312	48098-48109
-0.586313454400049	3.37559089548098	48098-48110
-0.210503276952993	0.652828052227546	48098-48111
0.0797166915930634	0.17927829727033	48098-48112
-0.635405448889473	2.63910252124438	48098-48113
-0.77094905036113	3.24849723539736	48098-48114
-0.353654863737702	0.904057933668611	48098-48115
-0.404904400753608	1.09295060740225	48098-48116
-0.908498878384831	4.02099757554218	48098-48117
-0.675905279340333	2.19389642869201	48098-48118
-0.861555259928248	2.99726690239012	48098-48119
-1.15698954105464	5.77533213711999	48098-48120
-1.18263495598881	5.09729677113881	48098-48121
-1.78540458577809	7.77132203156536	48098-48122
-1.39174566756255	5.41871522074345	48098-48123
-1.27067659790847	4.19050684046805	48098-48124
-1.31812982379776	3.96410592326847	48098-48125
-1.23015482546049	3.67165743174372	48098-48126
-1.04320364211226	3.02828651042287	48098-48127
-1.08789388686835	2.33786176287161	48098-48128
-1.56655647036827	4.71695302984156	48098-48129
-1.30974304367367	3.59021951959288	48098-48130
-0.553370190031194	0.896530671463407	48098-48131
-1.44960255516752	4.19950910407987	48098-48132
-1.30285406600898	3.58223602195777	48098-48133
-1.51179148622666	3.16388059930139	48098-48134
-0.944325133094992	2.08475950460404	48098-48135
-1.45583799077582	3.69551061016357	48098-48136
-0.822292215225838	1.6719800738761	48098-48137
-1.02379273478864	2.04259405235197	48098-48138
-0.765457816107525	1.22093262711267	48098-48139
-0.878927202736699	1.42725578866665	48098-48140
-1.23692193868546	2.70413859666553	48098-48141
-0.914994586769769	1.6765717576107	48098-48142
-1.07755695140645	1.6776937481057	48098-48143
-1.2480043789327	2.33936474190149	48098-48144
-0.723404829591205	0.787624560132928	48098-48145
-0.947305159094153	1.4657871273519	48098-48146
-0.924882678348013	1.23670302983958	48098-48147
-0.478477523613847	10.2999109010997	48099-48099
-0.308212364166352	5.0259711072002	48099-48100
-0.573780411496223	10.7306810346562	48099-48101
-0.432657235633017	6.05416079531168	48099-48102
-0.46619425981925	5.62224353924303	48099-48103
-0.817569535985904	10.6144154997257	48099-48104
-0.530281926928005	5.47910293275127	48099-48105
-0.758994282617395	8.65402966262757	48099-48106
-0.509918661499739	4.14412827391988	48099-48107
-0.51150725208006	3.77512846546302	48099-48108
-0.461972082615951	3.02736649629448	48099-48109
-0.572915077220482	3.89787601205779	48099-48110
-0.0952353582453487	0.264134271728127	48099-48111
-0.182786327853283	0.556506272697637	48099-48112
-0.152301199911989	0.372023106024642	48099-48113
-1.12817037660945	6.61370240488968	48099-48114
-0.437245011068841	1.50554501226796	48099-48115
-0.304051862478455	0.85154482211211	48099-48116
-0.581143633848773	2.04907503350989	48099-48117
-0.907702380169672	3.69867076203197	48099-48118
-1.32079358660554	7.01395473729227	48099-48119
-1.03489447573964	5.15852318535708	48099-48120
-1.09677885210159	4.99027140009325	48099-48121
-1.234108626753	5.3964665193391	48099-48122
-0.978755392796197	3.33160209625056	48099-48123
-1.28064691552627	4.90801053237433	48099-48124
-0.804891112785555	2.22770778680681	48099-48125
-1.8165942455908	6.82624270662674	48099-48126
-1.25480862799173	3.99626749449206	48099-48127
-0.911134100479802	2.22946045889851	48099-48128
-0.452339819205356	0.829268282170138	48099-48129
-1.03700900038174	2.32968691121832	48099-48130
-1.37321051166255	3.94383904281233	48099-48131
-1.83562433754844	5.18751442416468	48099-48132
-1.15721302973361	2.8398150258167	48099-48133
-0.816295729275006	1.47980384295932	48099-48134
-1.61211275951699	4.88934863880024	48099-48135
-1.87311632638454	5.9166276898424	48099-48136
-2.09536257309543	6.46578707507712	48099-48137
-0.712947659385225	1.26996855154861	48099-48138
-1.26927001031131	2.58347679914552	48099-48139
-1.14770737894723	2.24703484680841	48099-48140
-1.27845503251394	2.78726575456898	48099-48141
-0.456294540247032	0.633391245379262	48099-48142
-1.92393430907426	5.30836432558423	48099-48143
-0.954712826923154	1.81464747456209	48099-48144
-0.657661385793195	0.877837211550776	48099-48145
-0.860195640831151	1.23288711744386	48099-48146
-0.914510382039088	1.58405416203065	48099-48147
-1.3982429283277	2.60376436271689	48099-48148
-0.384327360300675	7.53821543278421	48100-48100
-0.427641121591659	7.75868003894973	48100-48101
-0.371891892502231	5.14034706042975	48100-48102
-0.389038455206517	4.69553970291491	48100-48103
-0.748781440506388	10.8437766190382	48100-48104
-0.587003850909495	7.44863774876046	48100-48105
-0.794778505624306	10.4458145815945	48100-48106
-0.433201985884964	3.61382833804125	48100-48107
-0.32404062428918	2.03465329096959	48100-48108
-0.533967825587738	4.10957330719726	48100-48109
-0.725863609426758	5.96859380736685	48100-48110
-0.378396218802337	2.00808904398812	48100-48111
-0.101384748301608	0.296255018818388	48100-48112
-0.406483109283719	1.69865315077856	48100-48113
-0.445438482606796	1.80983837597298	48100-48114
-0.854900860398929	4.35373506444915	48100-48115
-0.502854473583511	2.09493273305603	48100-48116
-0.676116737545336	3.00175056395932	48100-48117
-1.07622492139694	5.24416716233322	48100-48118
-0.814467923020266	3.87413778980663	48100-48119
-1.19267391338723	7.1464834054362	48100-48120
-0.975574586738457	4.75307667029212	48100-48121
-1.00839084011354	4.56272768639374	48100-48122
-0.627235502235051	1.79327512990275	48100-48123
-1.18328588930573	4.52277360095967	48100-48124
-1.49814129950826	7.18426048149114	48100-48125
-1.08484010273753	3.66812550637671	48100-48126
-1.03273799585845	2.71762767461658	48100-48127
-1.03734440622359	3.35556666952688	48100-48128
-1.27364228030741	4.32679142660651	48100-48129
-0.764183299384902	2.11808234654323	48100-48130
-1.3779018093394	4.14648029460073	48100-48131
-0.916100126167745	2.25281094539338	48100-48132
-1.44105138240912	3.96846516642148	48100-48133
-1.72098714764859	6.35253527905908	48100-48134
-1.74642742093725	5.3202991114352	48100-48135
-1.33284405632872	4.36825799517842	48100-48136
-1.36223161855016	3.58532148786723	48100-48137
-1.36298697419659	4.45080007132124	48100-48138
-1.43802307983453	4.44978733496141	48100-48139
-1.21318604366381	2.61004978929878	48100-48140
-1.11043526328693	2.51811272458707	48100-48141
-1.6107114203668	4.05640068578066	48100-48142
-0.468023383360787	0.630965013541187	48100-48143
-0.390266799693422	0.491712533506447	48100-48144
-0.884897604492529	1.3522214942766	48100-48145
-1.03816525708633	2.50797020219947	48100-48146
-1.04636644153419	2.10595607137825	48100-48147
-0.880012503578567	1.64386150781579	48100-48148
-0.78107889027931	1.04604782204067	48100-48149
-0.680367236323002	16.304879105043	48101-48101
-0.333522738399976	5.4852592796988	48101-48102
-0.364279481930395	5.01999570072908	48101-48103
-0.813155096681706	13.3991585859507	48101-48104
-0.591419136879185	7.79044420408907	48101-48105
-0.679767675768456	9.39991184621952	48101-48106
-0.319548155503281	2.58900353863849	48101-48107
-0.0174121335296188	0.0587687113865673	48101-48108
-0.626860437159282	5.93863702976538	48101-48109
-0.823205516237033	7.51460215344399	48101-48110
-0.590541011113183	4.00261398245413	48101-48111
-0.292539620976008	1.20840054994401	48101-48112
-0.193109871284732	0.640214052215001	48101-48113
-0.949867529669136	5.60326052899378	48101-48114
-0.644401696188415	3.0402868298839	48101-48115
-0.836981318206152	4.48293851810709	48101-48116
-0.568162494950427	2.62511068749205	48101-48117
-0.821525775525686	4.13816593019433	48101-48118
-0.610850765056853	2.98104734919812	48101-48119
-1.11172025768765	6.60594764263546	48101-48120
-1.55166006501143	8.50625893564088	48101-48121
-0.928241349605341	3.50122522844347	48101-48122
-1.04473555419881	3.62119025917644	48101-48123
-1.26247531917063	5.4116790666044	48101-48124
-1.34463222899376	5.67292656838655	48101-48125
-1.15149180022325	4.06956700853696	48101-48126
-0.842434062608258	2.80531468688996	48101-48127
-0.634622280484147	1.58832476639562	48101-48128
-1.15189012489633	3.65045480104082	48101-48129
-1.13139767704069	3.96918756124124	48101-48130
-0.902463221933419	2.04710245811868	48101-48131
-1.4871154559127	5.46368476454067	48101-48132
-1.25339106439878	4.03146157979103	48101-48133
-1.20135024595926	3.060940728808	48101-48134
-1.60921970147898	4.84599892432528	48101-48135
-2.03291628961702	7.55977128245133	48101-48136
-0.870044219137261	2.3199738462313	48101-48137
-1.51235253626616	4.18829124072446	48101-48138
-0.934040420273181	2.20717386080447	48101-48139
-1.2025105995207	2.57316027610717	48101-48140
-1.82279631556887	4.67451339524598	48101-48141
-0.756094376230267	1.18100087731292	48101-48142
-1.32395675198338	3.32990216322455	48101-48143
-2.0930200277521	5.88978312226636	48101-48144
-0.91461718686774	1.35121873144137	48101-48145
-1.64101195616112	4.17698950045758	48101-48146
-0.544485254963736	0.762668788572634	48101-48147
-0.919191333529033	1.46220199994081	48101-48148
-1.11291305245284	1.98790053229167	48101-48149
-0.478522481195171	0.70201618697132	48101-48150
-0.564673433488262	12.7550814549943	48102-48102
-0.346395019906313	5.70044569811595	48102-48103
-0.504913749719406	7.80611445251388	48102-48104
-0.478016531687214	6.51457333173681	48102-48105
-0.496656650899403	6.6605506598388	48102-48106
-0.243583530955515	1.9508683704364	48102-48107
-0.207891818273467	1.36760893600978	48102-48108
-0.415018110681232	3.69379695462979	48102-48109
-0.484067652596712	3.95374065502664	48102-48110
-0.354370548607385	2.20909233358568	48102-48111
-0.12536712248892	0.443223146345655	48102-48112
-0.3430877822884	1.72176062421521	48102-48113
-0.69808310951725	4.8437461564522	48102-48114
-0.797013120984949	5.08275382152779	48102-48115
-0.509478004745488	2.31650037694911	48102-48116
-0.916752303814265	6.31441722321032	48102-48117
-0.732166340914033	4.26294728635041	48102-48118
-0.693171680414266	4.30407530356073	48102-48119
-1.23784772057687	8.81974705678902	48102-48120
-1.08933381064269	5.71687264304154	48102-48121
-0.893981156407286	3.95431291010438	48102-48122
-0.914724450718712	3.83639007752263	48102-48123
-1.21421516812207	6.32135570404168	48102-48124
-1.14087924548952	4.75915771529442	48102-48125
-1.13139005563099	4.56413047762684	48102-48126
-1.18454925382372	5.67869507336537	48102-48127
-0.869942494517061	2.97136177442046	48102-48128
-1.34273421462694	6.35203550662009	48102-48129
-1.19470908343073	4.42046518298179	48102-48130
-1.22873019341334	5.0449976991738	48102-48131
-1.43923989637375	5.2487607453188	48102-48132
-1.16157039025375	4.14264576844392	48102-48133
-1.07784694638988	3.47330823515249	48102-48134
-1.28216380318506	4.60743675619825	48102-48135
-1.21234549931975	4.26671714659937	48102-48136
-1.48319868122935	4.96506648645418	48102-48137
-1.2646373583421	3.47944323678725	48102-48138
-1.47604315909333	4.96081652312859	48102-48139
-1.22972718509571	4.04945321361121	48102-48140
-1.09551224652668	2.91017721591099	48102-48141
-1.69951848747109	4.46636101633502	48102-48142
-1.10733326692951	2.6754093627526	48102-48143
-2.11735207027494	7.29082500654458	48102-48144
-1.09754818306556	2.43939654472451	48102-48145
-0.865934214623222	1.95290532374433	48102-48146
-1.03992098163497	2.66173775788121	48102-48147
-1.22049165321629	2.93328641303219	48102-48148
-1.08113026976016	2.25182178832502	48102-48149
-0.477116297122342	0.711489864558005	48102-48150
-1.07971097825063	2.76049293116302	48102-48151
-0.741014526026234	16.8380261954173	48103-48103
-0.556483046008551	11.4996125403403	48103-48104
-0.460705142873559	7.16524854903721	48103-48105
-0.505501494179631	8.23418658488107	48103-48106
-0.302185078662577	3.21092214363177	48103-48107
-0.384965094821126	4.1011852409718	48103-48108
-0.410621597029864	4.05193201483096	48103-48109
-0.444443411553789	4.23896889355679	48103-48110
0.119475369786342	0.55124290739049	48103-48111
0.258198457307364	1.47294751633434	48103-48112
-0.13836646109607	0.551742463458654	48103-48113
-0.566396007406679	4.17070141420531	48103-48114
-0.591043926509735	4.08046672731045	48103-48115
-0.257750962809164	1.10630371800007	48103-48116
-0.670775653035631	4.69254804860726	48103-48117
-0.704437013673741	4.47303402686105	48103-48118
-0.827205558567284	6.3741738972933	48103-48119
-0.465237929077664	2.31257412145765	48103-48120
-0.460092010930686	2.0016687704737	48103-48121
-0.603805006016285	2.48452606206954	48103-48122
-0.280003282314344	0.780728801069906	48103-48123
-1.020644446374	4.6994179959145	48103-48124
-0.488704008981947	1.62102831562638	48103-48125
-1.30008193266774	6.39520754480584	48103-48126
-0.82885029608011	3.13566572389008	48103-48127
-0.934928258154008	3.46725856840054	48103-48128
-1.32462360126676	6.27883825377873	48103-48129
-0.955916230013928	3.90224458754774	48103-48130
-1.28451959587386	5.44177218310925	48103-48131
-1.66184556729652	9.18602724818924	48103-48132
-1.65040787529418	8.74850508331197	48103-48133
-1.39471127335002	5.01762436815151	48103-48134
-1.29314205787377	4.76538262970248	48103-48135
-1.1109139019097	3.60975533069506	48103-48136
-1.21158508250384	4.07005067468179	48103-48137
-0.826016761543387	2.16618154766946	48103-48138
-0.777443814178239	2.43909589954028	48103-48139
-1.1825414191639	4.10241252016398	48103-48140
-1.40575140148168	4.8955982488186	48103-48141
-1.34332294423978	4.71924853288414	48103-48142
-0.703207906082148	1.68630074396568	48103-48143
-0.897806765299969	2.52614413022324	48103-48144
-1.33878670518601	3.34669099095658	48103-48145
-1.11480743965053	3.40423025953214	48103-48146
-0.948716637495521	2.25103165339405	48103-48147
-1.00942721105295	2.53497406978119	48103-48148
-0.771660843166225	1.50715994628123	48103-48149
-0.451036704122483	0.761623157066213	48103-48150
-0.633827271076074	1.13581049276634	48103-48151
-1.13154179893315	3.13887212681299	48103-48152
-0.643439734166543	15.7656999704316	48104-48104
-0.310358805017222	5.1025059884782	48104-48105
-0.653006898471785	12.184594969461	48104-48106
-0.298323462254957	3.04060803795451	48104-48107
-0.276532606178616	2.60589771086814	48104-48108
-0.399205440966167	4.59941343689117	48104-48109
-0.379956043875486	3.84850910913269	48104-48110
0.163547827487233	0.988946597216035	48104-48111
0.281615629812055	1.91236880229452	48104-48112
