x	y	clickSelects	showSelected1
0.0735019112837501	0.487119366899226	48092-48092	logFC=-1.5 -log10(p)=6
-0.03157361061826	-0.168894210530588	48092-48093	logFC=-1.5 -log10(p)=9
0.0231571481397601	0.43104088561711	48092-48094	logFC=-1.5 -log10(p)=7
-0.07846820326856	0.300602826857981	48092-48095	logFC=-1.5 -log10(p)=8
-0.06115952590629	0.0913083035927973	48092-48096	logFC=-1 -log10(p)=2
0.0390687149956399	0.0267536642435831	48092-48097	logFC=-1.75 -log10(p)=4
0.030845562119647	-0.294910973043979	48092-48098	logFC=-0.75 -log10(p)=1
0.06490692084658	0.406411035690748	48092-48099	logFC=-1.5 -log10(p)=1
0.040345864331058	0.372569711891572	48092-48100	logFC=-0.5 -log10(p)=0
0.0118131086732019	0.00600551725196134	48092-48101	logFC=0 -log10(p)=0
-0.086334319891254	0.404207265867802	48092-48102	logFC=0.75 -log10(p)=0
0.108915693115561	0.111118792530004	48092-48103	logFC=0.25 -log10(p)=0
-0.102655324161669	0.235169973274679	48092-48104	logFC=0.5 -log10(p)=0
0.115205349924233	0.151626072747632	48092-48105	logFC=0.25 -log10(p)=0
0.035960429437414	0.310527015822165	48092-48106	logFC=-1 -log10(p)=0
0.063060826600112	0.247768272732394	48092-48107	logFC=0.5 -log10(p)=0
0.016627115175975	0.0625465270492054	48092-48108	logFC=0.25 -log10(p)=0
0.01536920306207	0.0607131516888846	48092-48109	logFC=0.25 -log10(p)=0
-0.0266879099613799	0.313039231856208	48092-48110	logFC=-1.25 -log10(p)=0
0.0730646442404199	-0.498166822632783	48092-48111	logFC=-2 -log10(p)=1
0.11964790609123	0.373167238617778	48092-48112	logFC=1 -log10(p)=0
0.10982548290538	0.462926231638111	48092-48113	logFC=-4 -log10(p)=1
-0.0266879099613799	0.313039231856208	48092-48114	logFC=-1.25 -log10(p)=0
0.0224585417025902	-0.0930133827176356	48092-48115	logFC=-3 -log10(p)=1
-0.0279548873698301	0.312842928655189	48092-48116	logFC=-1.25 -log10(p)=0
0.084004098482878	0.0390385236513994	48092-48117	logFC=-0.25 -log10(p)=0
-0.02266443213812	0.317800856675647	48092-48118	logFC=-1.25 -log10(p)=0
-0.0227064980070699	0.317750161176215	48092-48119	logFC=-1.25 -log10(p)=0
0.0178069787213202	-0.0761989818376055	48092-48120	logFC=-3 -log10(p)=1
0.04337930443215	-0.223207183357762	48092-48121	logFC=-2.75 -log10(p)=1
0.00282529932867204	0.218517631294127	48092-48122	logFC=-0.75 -log10(p)=0
-0.12077728022036	-0.353242507116295	48092-48123	logFC=-2.25 -log10(p)=1
0.00491055623066994	-0.384225081542365	48092-48124	logFC=1.75 -log10(p)=1
-0.12105194074326	-0.378137629784277	48092-48126	logFC=-2.25 -log10(p)=1
-0.12022774580066	-0.37697221604399	48092-48127	logFC=-2.25 -log10(p)=1
-0.098042623447677	0.226832788396469	48092-48128	logFC=1 -log10(p)=0
