colour	fill	x	y	group
#E3E3E3	#F3E4E2	48105.9	7.5	314
#E3E3E3	#F3E4E2	48105.5	7.09999999999855	314
#E3E3E3	#F3E4E2	48105.1	7.5	314
#DDDDDD	#F0DEDB	48105.6	8	315
#DDDDDD	#F0DEDB	48106	8.40000000000146	315
#DDDDDD	#F0DEDB	48106.4	8	315
#DDDDDD	#F0DEDB	48106	7.59999999999855	315
#DDDDDD	#F0DEDB	48105.6	8	315
#F5F5F5	#F8F0EF	48106.1	8.5	316
#F5F5F5	#F8F0EF	48106.5	8.90000000000146	316
#F5F5F5	#F8F0EF	48106.9	8.5	316
#F5F5F5	#F8F0EF	48106.5	8.09999999999855	316
#F5F5F5	#F8F0EF	48106.1	8.5	316
#F3F3F3	#F7EEEC	48106.6	9	317
#F3F3F3	#F7EEEC	48107	9.40000000000146	317
#F3F3F3	#F7EEEC	48107.4	9	317
#F3F3F3	#F7EEEC	48107	8.59999999999855	317
#F3F3F3	#F7EEEC	48106.6	9	317
#D5D5D5	#EED8D5	48107.1	9.5	318
#D5D5D5	#EED8D5	48107.5	9.90000000000146	318
#D5D5D5	#EED8D5	48107.9	9.5	318
#D5D5D5	#EED8D5	48107.5	9.09999999999854	318
#D5D5D5	#EED8D5	48107.1	9.5	318
#E8E8E8	#F2E2E0	48107.6	10	319
#E8E8E8	#F2E2E0	48108	10.4000000000015	319
#E8E8E8	#F2E2E0	48108.4	10	319
#E8E8E8	#F2E2E0	48108	9.59999999999854	319
#E8E8E8	#F2E2E0	48107.6	10	319
#DFDFDF	#EEDAD7	48108.1	10.5	320
#DFDFDF	#EEDAD7	48108.5	10.9000000000015	320
#DFDFDF	#EEDAD7	48108.9	10.5	320
#DFDFDF	#EEDAD7	48108.5	10.0999999999985	320
#DFDFDF	#EEDAD7	48108.1	10.5	320
#C3C3C3	#E8CECA	48108.6	11	321
#C3C3C3	#E8CECA	48109	11.4000000000015	321
#C3C3C3	#E8CECA	48109.4	11	321
#C3C3C3	#E8CECA	48109	10.5999999999985	321
#C3C3C3	#E8CECA	48108.6	11	321
#CACACA	#E8CDC9	48109.1	11.5	322
#CACACA	#E8CDC9	48109.5	11.9000000000015	322
#CACACA	#E8CDC9	48109.9	11.5	322
#CACACA	#E8CDC9	48109.5	11.0999999999985	322
#CACACA	#E8CDC9	48109.1	11.5	322
#AFAFAF	#DBB3AE	48109.6	12	323
#AFAFAF	#DBB3AE	48110	12.4000000000015	323
#AFAFAF	#DBB3AE	48110.4	12	323
#AFAFAF	#DBB3AE	48110	11.5999999999985	323
#AFAFAF	#DBB3AE	48109.6	12	323
#C6C6C6	#E4C4C0	48110.1	12.5	324
#C6C6C6	#E4C4C0	48110.5	12.9000000000015	324
#C6C6C6	#E4C4C0	48110.9	12.5	324
#C6C6C6	#E4C4C0	48110.5	12.0999999999985	324
#C6C6C6	#E4C4C0	48110.1	12.5	324
#D3D3D3	#E6C9C5	48110.6	13	325
#D3D3D3	#E6C9C5	48111	13.4000000000015	325
#D3D3D3	#E6C9C5	48111.4	13	325
#D3D3D3	#E6C9C5	48111	12.5999999999985	325
#D3D3D3	#E6C9C5	48110.6	13	325
#D5D5D5	#E5C7C3	48111.1	13.5	326
#D5D5D5	#E5C7C3	48111.5	13.9000000000015	326
#D5D5D5	#E5C7C3	48111.9	13.5	326
#D5D5D5	#E5C7C3	48111.5	13.0999999999985	326
#D5D5D5	#E5C7C3	48111.1	13.5	326
#D8D8D8	#E7CBC7	48111.6	14	327
#D8D8D8	#E7CBC7	48112	14.4000000000015	327
#D8D8D8	#E7CBC7	48112.4	14	327
#D8D8D8	#E7CBC7	48112	13.5999999999985	327
#D8D8D8	#E7CBC7	48111.6	14	327
#DFDFDF	#EBD2CF	48112.1	14.5	328
#DFDFDF	#EBD2CF	48112.5	14.9000000000015	328
#DFDFDF	#EBD2CF	48112.9	14.5	328
#DFDFDF	#EBD2CF	48112.5	14.0999999999985	328
#DFDFDF	#EBD2CF	48112.1	14.5	328
#E6E6E6	#EAD0CD	48112.6	15	329
#E6E6E6	#EAD0CD	48113	15.4000000000015	329
#E6E6E6	#EAD0CD	48113.4	15	329
#E6E6E6	#EAD0CD	48113	14.5999999999985	329
#E6E6E6	#EAD0CD	48112.6	15	329
#CECECE	#E0BCB8	48113.1	15.5	330
#CECECE	#E0BCB8	48113.5	15.9000000000015	330
#CECECE	#E0BCB8	48113.9	15.5	330
#CECECE	#E0BCB8	48113.5	15.0999999999985	330
#CECECE	#E0BCB8	48113.1	15.5	330
#D9D9D9	#E5C7C3	48113.6	16	331
#D9D9D9	#E5C7C3	48114	16.4000000000015	331
#D9D9D9	#E5C7C3	48114.4	16	331
#D9D9D9	#E5C7C3	48114	15.5999999999985	331
#D9D9D9	#E5C7C3	48113.6	16	331
#F5F5F5	#F5E7E5	48114.1	16.5	332
#F5F5F5	#F5E7E5	48114.5	16.9000000000015	332
#F5F5F5	#F5E7E5	48114.9	16.5	332
#F5F5F5	#F5E7E5	48114.5	16.0999999999985	332
#F5F5F5	#F5E7E5	48114.1	16.5	332
#D3D3D3	#E2C1BD	48114.6	17	333
#D3D3D3	#E2C1BD	48115	17.4000000000015	333
#D3D3D3	#E2C1BD	48115.4	17	333
#D3D3D3	#E2C1BD	48115	16.5999999999985	333
#D3D3D3	#E2C1BD	48114.6	17	333
#D9D9D9	#E5C7C4	48115.1	17.5	334
#D9D9D9	#E5C7C4	48115.5	17.9000000000015	334
#D9D9D9	#E5C7C4	48115.9	17.5	334
#D9D9D9	#E5C7C4	48115.5	17.0999999999985	334
#D9D9D9	#E5C7C4	48115.1	17.5	334
#DEDEDE	#E1BFBA	48115.6	18	335
#DEDEDE	#E1BFBA	48116	18.4000000000015	335
#DEDEDE	#E1BFBA	48116.4	18	335
#DEDEDE	#E1BFBA	48116	17.5999999999985	335
#DEDEDE	#E1BFBA	48115.6	18	335
#E9E9E9	#EDD7D4	48116.1	18.5	336
#E9E9E9	#EDD7D4	48116.5	18.9000000000015	336
#E9E9E9	#EDD7D4	48116.9	18.5	336
#E9E9E9	#EDD7D4	48116.5	18.0999999999985	336
#E9E9E9	#EDD7D4	48116.1	18.5	336
#D8D8D8	#E2C1BD	48116.6	19	337
#D8D8D8	#E2C1BD	48117	19.4000000000015	337
#D8D8D8	#E2C1BD	48117.4	19	337
#D8D8D8	#E2C1BD	48117	18.5999999999985	337
#D8D8D8	#E2C1BD	48116.6	19	337
#EDEDED	#EFDCD9	48117.1	19.5	338
#EDEDED	#EFDCD9	48117.5	19.9000000000015	338
#EDEDED	#EFDCD9	48117.9	19.5	338
#EDEDED	#EFDCD9	48117.5	19.0999999999985	338
#EDEDED	#EFDCD9	48117.1	19.5	338
#E9E9E9	#EBD3D0	48117.6	20	339
#E9E9E9	#EBD3D0	48118	20.4000000000015	339
#E9E9E9	#EBD3D0	48118.4	20	339
#E9E9E9	#EBD3D0	48118	19.5999999999985	339
#E9E9E9	#EBD3D0	48117.6	20	339
#F2F2F2	#F0DEDC	48118.1	20.5	340
#F2F2F2	#F0DEDC	48118.5	20.9000000000015	340
#F2F2F2	#F0DEDC	48118.9	20.5	340
#F2F2F2	#F0DEDC	48118.5	20.0999999999985	340
#F2F2F2	#F0DEDC	48118.1	20.5	340
#F0F0F0	#EED9D7	48118.6	21	341
#F0F0F0	#EED9D7	48119	21.4000000000015	341
#F0F0F0	#EED9D7	48119.4	21	341
#F0F0F0	#EED9D7	48119	20.5999999999985	341
#F0F0F0	#EED9D7	48118.6	21	341
#E2E2E2	#E7CAC7	48119.1	21.5	342
#E2E2E2	#E7CAC7	48119.5	21.9000000000015	342
#E2E2E2	#E7CAC7	48119.9	21.5	342
#E2E2E2	#E7CAC7	48119.5	21.0999999999985	342
#E2E2E2	#E7CAC7	48119.1	21.5	342
#EDEDED	#EDD8D5	48119.6	22	343
#EDEDED	#EDD8D5	48120	22.4000000000015	343
#EDEDED	#EDD8D5	48120.4	22	343
#EDEDED	#EDD8D5	48120	21.5999999999985	343
#EDEDED	#EDD8D5	48119.6	22	343
#EDEDED	#EAD1CE	48120.1	22.5	344
#EDEDED	#EAD1CE	48120.5	22.9000000000015	344
#EDEDED	#EAD1CE	48120.9	22.5	344
#EDEDED	#EAD1CE	48120.5	22.0999999999985	344
#EDEDED	#EAD1CE	48120.1	22.5	344
#E6E6E6	#E7CAC6	48120.6	23	345
#E6E6E6	#E7CAC6	48121	23.4000000000015	345
#E6E6E6	#E7CAC6	48121.4	23	345
#E6E6E6	#E7CAC6	48121	22.5999999999985	345
#E6E6E6	#E7CAC6	48120.6	23	345
#F7F7F7	#F1E0DE	48121.1	23.5	346
#F7F7F7	#F1E0DE	48121.5	23.9000000000015	346
#F7F7F7	#F1E0DE	48121.9	23.5	346
#F7F7F7	#F1E0DE	48121.5	23.0999999999985	346
#F7F7F7	#F1E0DE	48121.1	23.5	346
#EFEFEF	#EDD6D4	48121.6	24	347
#EFEFEF	#EDD6D4	48122	24.4000000000015	347
#EFEFEF	#EDD6D4	48122.4	24	347
#EFEFEF	#EDD6D4	48122	23.5999999999985	347
#EFEFEF	#EDD6D4	48121.6	24	347
#F2F2F2	#EDD7D5	48122.1	24.5	348
#F2F2F2	#EDD7D5	48122.5	24.9000000000015	348
#F2F2F2	#EDD7D5	48122.9	24.5	348
#F2F2F2	#EDD7D5	48122.5	24.0999999999985	348
#F2F2F2	#EDD7D5	48122.1	24.5	348
#969696	#F6EAE9	48098.6	0	349
#969696	#F6EAE9	48099	0.400000000001455	349
#969696	#F6EAE9	48099.4	0	349
#969696	#F6EAE9	48099	-0.400000000001455	349
#969696	#F6EAE9	48098.6	0	349
#CBCBCB	#F9F2F1	48099.1	0.5	350
#CBCBCB	#F9F2F1	48099.5	0.900000000001455	350
#CBCBCB	#F9F2F1	48099.9	0.5	350
#CBCBCB	#F9F2F1	48099.5	0.0999999999985448	350
#CBCBCB	#F9F2F1	48099.1	0.5	350
#929292	#F4E6E4	48099.6	1	351
#929292	#F4E6E4	48100	1.40000000000146	351
#929292	#F4E6E4	48100.4	1	351
#929292	#F4E6E4	48100	0.599999999998545	351
#929292	#F4E6E4	48099.6	1	351
#C0C0C0	#F7ECEB	48100.1	1.5	352
#C0C0C0	#F7ECEB	48100.5	1.90000000000146	352
#C0C0C0	#F7ECEB	48100.9	1.5	352
#C0C0C0	#F7ECEB	48100.5	1.09999999999854	352
#C0C0C0	#F7ECEB	48100.1	1.5	352
#C4C4C4	#F6EBE9	48100.6	2	353
#C4C4C4	#F6EBE9	48101	2.40000000000146	353
#C4C4C4	#F6EBE9	48101.4	2	353
#C4C4C4	#F6EBE9	48101	1.59999999999854	353
#C4C4C4	#F6EBE9	48100.6	2	353
#939393	#EFDCD9	48101.1	2.5	354
#939393	#EFDCD9	48101.5	2.90000000000146	354
#939393	#EFDCD9	48101.9	2.5	354
#939393	#EFDCD9	48101.5	2.09999999999854	354
#939393	#EFDCD9	48101.1	2.5	354
#C6C6C6	#F5E8E6	48101.6	3	355
#C6C6C6	#F5E8E6	48102	3.40000000000146	355
#C6C6C6	#F5E8E6	48102.4	3	355
#C6C6C6	#F5E8E6	48102	2.59999999999855	355
#C6C6C6	#F5E8E6	48101.6	3	355
#A6A6A6	#F0DEDC	48102.1	3.5	356
#A6A6A6	#F0DEDC	48102.5	3.90000000000146	356
#A6A6A6	#F0DEDC	48102.9	3.5	356
#A6A6A6	#F0DEDC	48102.5	3.09999999999855	356
#A6A6A6	#F0DEDC	48102.1	3.5	356
#D4D4D4	#F5E9E7	48102.6	4	357
#D4D4D4	#F5E9E7	48103	4.40000000000146	357
#D4D4D4	#F5E9E7	48103.4	4	357
#D4D4D4	#F5E9E7	48103	3.59999999999855	357
#D4D4D4	#F5E9E7	48102.6	4	357
#D7D7D7	#F5E9E7	48103.1	4.5	358
#D7D7D7	#F5E9E7	48103.5	4.90000000000146	358
#D7D7D7	#F5E9E7	48103.9	4.5	358
#D7D7D7	#F5E9E7	48103.5	4.09999999999855	358
#D7D7D7	#F5E9E7	48103.1	4.5	358
#DFDFDF	#F6EBEA	48103.6	5	359
#DFDFDF	#F6EBEA	48104	5.40000000000146	359
#DFDFDF	#F6EBEA	48104.4	5	359
#DFDFDF	#F6EBEA	48104	4.59999999999855	359
#DFDFDF	#F6EBEA	48103.6	5	359
#D6D6D6	#F4E6E5	48104.1	5.5	360
#D6D6D6	#F4E6E5	48104.5	5.90000000000146	360
#D6D6D6	#F4E6E5	48104.9	5.5	360
#D6D6D6	#F4E6E5	48104.5	5.09999999999855	360
#D6D6D6	#F4E6E5	48104.1	5.5	360
#FCFCFC	#FDFBFB	48104.6	6	361
#FCFCFC	#FDFBFB	48105	6.40000000000146	361
#FCFCFC	#FDFBFB	48105.4	6	361
#FCFCFC	#FDFBFB	48105	5.59999999999855	361
#FCFCFC	#FDFBFB	48104.6	6	361
#F9F9F9	#FCF7F6	48105.1	6.5	362
#F9F9F9	#FCF7F6	48105.5	6.90000000000146	362
#F9F9F9	#FCF7F6	48105.9	6.5	362
#F9F9F9	#FCF7F6	48105.5	6.09999999999855	362
#F9F9F9	#FCF7F6	48105.1	6.5	362
#FBFBFB	#FCF8F8	48105.6	7	363
#FBFBFB	#FCF8F8	48106	7.40000000000146	363
#FBFBFB	#FCF8F8	48106.4	7	363
#FBFBFB	#FCF8F8	48106	6.59999999999855	363
#FBFBFB	#FCF8F8	48105.6	7	363
#BABABA	#E9CFCB	48106.1	7.5	364
#BABABA	#E9CFCB	48106.5	7.90000000000146	364
#BABABA	#E9CFCB	48106.9	7.5	364
#BABABA	#E9CFCB	48106.5	7.09999999999855	364
#BABABA	#E9CFCB	48106.1	7.5	364
#EFEFEF	#F7ECEB	48106.6	8	365
#EFEFEF	#F7ECEB	48107	8.40000000000146	365
#EFEFEF	#F7ECEB	48107.4	8	365
#EFEFEF	#F7ECEB	48107	7.59999999999855	365
#EFEFEF	#F7ECEB	48106.6	8	365
#F6F6F6	#F9F2F1	48107.1	8.5	366
#F6F6F6	#F9F2F1	48107.5	8.90000000000146	366
#F6F6F6	#F9F2F1	48107.9	8.5	366
#F6F6F6	#F9F2F1	48107.5	8.09999999999855	366
#F6F6F6	#F9F2F1	48107.1	8.5	366
#E9E9E9	#F4E6E4	48107.6	9	367
#E9E9E9	#F4E6E4	48108	9.40000000000146	367
#E9E9E9	#F4E6E4	48108.4	9	367
#E9E9E9	#F4E6E4	48108	8.59999999999855	367
#E9E9E9	#F4E6E4	48107.6	9	367
#D8D8D8	#EED8D5	48108.1	9.5	368
#D8D8D8	#EED8D5	48108.5	9.90000000000146	368
#D8D8D8	#EED8D5	48108.9	9.5	368
#D8D8D8	#EED8D5	48108.5	9.09999999999854	368
#D8D8D8	#EED8D5	48108.1	9.5	368
#B6B6B6	#E5C7C3	48108.6	10	369
#B6B6B6	#E5C7C3	48109	10.4000000000015	369
#B6B6B6	#E5C7C3	48109.4	10	369
#B6B6B6	#E5C7C3	48109	9.59999999999854	369
#B6B6B6	#E5C7C3	48108.6	10	369
#C9C9C9	#EBD3D0	48109.1	10.5	370
#C9C9C9	#EBD3D0	48109.5	10.9000000000015	370
#C9C9C9	#EBD3D0	48109.9	10.5	370
#C9C9C9	#EBD3D0	48109.5	10.0999999999985	370
#C9C9C9	#EBD3D0	48109.1	10.5	370
#CBCBCB	#EAD0CD	48109.6	11	371
#CBCBCB	#EAD0CD	48110	11.4000000000015	371
#CBCBCB	#EAD0CD	48110.4	11	371
#CBCBCB	#EAD0CD	48110	10.5999999999985	371
#CBCBCB	#EAD0CD	48109.6	11	371
#C7C7C7	#E7CAC7	48110.1	11.5	372
#C7C7C7	#E7CAC7	48110.5	11.9000000000015	372
#C7C7C7	#E7CAC7	48110.9	11.5	372
#C7C7C7	#E7CAC7	48110.5	11.0999999999985	372
#C7C7C7	#E7CAC7	48110.1	11.5	372
#DCDCDC	#ECD5D2	48110.6	12	373
#DCDCDC	#ECD5D2	48111	12.4000000000015	373
#DCDCDC	#ECD5D2	48111.4	12	373
#DCDCDC	#ECD5D2	48111	11.5999999999985	373
#DCDCDC	#ECD5D2	48110.6	12	373
#CCCCCC	#E6C8C5	48111.1	12.5	374
#CCCCCC	#E6C8C5	48111.5	12.9000000000015	374
#CCCCCC	#E6C8C5	48111.9	12.5	374
#CCCCCC	#E6C8C5	48111.5	12.0999999999985	374
#CCCCCC	#E6C8C5	48111.1	12.5	374
#E7E7E7	#F0DCDA	48111.6	13	375
#E7E7E7	#F0DCDA	48112	13.4000000000015	375
#E7E7E7	#F0DCDA	48112.4	13	375
#E7E7E7	#F0DCDA	48112	12.5999999999985	375
#E7E7E7	#F0DCDA	48111.6	13	375
#B8B8B8	#DBB2AD	48112.1	13.5	376
#B8B8B8	#DBB2AD	48112.5	13.9000000000015	376
#B8B8B8	#DBB2AD	48112.9	13.5	376
#B8B8B8	#DBB2AD	48112.5	13.0999999999985	376
#B8B8B8	#DBB2AD	48112.1	13.5	376
#D5D5D5	#E6C9C6	48112.6	14	377
#D5D5D5	#E6C9C6	48113	14.4000000000015	377
#D5D5D5	#E6C9C6	48113.4	14	377
#D5D5D5	#E6C9C6	48113	13.5999999999985	377
#D5D5D5	#E6C9C6	48112.6	14	377
#E7E7E7	#EDD8D5	48113.1	14.5	378
#E7E7E7	#EDD8D5	48113.5	14.9000000000015	378
#E7E7E7	#EDD8D5	48113.9	14.5	378
#E7E7E7	#EDD8D5	48113.5	14.0999999999985	378
#E7E7E7	#EDD8D5	48113.1	14.5	378
#F6F6F6	#F6EBEA	48113.6	15	379
#F6F6F6	#F6EBEA	48114	15.4000000000015	379
#F6F6F6	#F6EBEA	48114.4	15	379
#F6F6F6	#F6EBEA	48114	14.5999999999985	379
#F6F6F6	#F6EBEA	48113.6	15	379
#E6E6E6	#EBD3CF	48114.1	15.5	380
#E6E6E6	#EBD3CF	48114.5	15.9000000000015	380
#E6E6E6	#EBD3CF	48114.9	15.5	380
#E6E6E6	#EBD3CF	48114.5	15.0999999999985	380
#E6E6E6	#EBD3CF	48114.1	15.5	380
#D6D6D6	#E4C5C0	48114.6	16	381
#D6D6D6	#E4C5C0	48115	16.4000000000015	381
#D6D6D6	#E4C5C0	48115.4	16	381
#D6D6D6	#E4C5C0	48115	15.5999999999985	381
#D6D6D6	#E4C5C0	48114.6	16	381
#C9C9C9	#DAB1AC	48115.1	16.5	382
#C9C9C9	#DAB1AC	48115.5	16.9000000000015	382
#C9C9C9	#DAB1AC	48115.9	16.5	382
#C9C9C9	#DAB1AC	48115.5	16.0999999999985	382
#C9C9C9	#DAB1AC	48115.1	16.5	382
#E1E1E1	#E8CECA	48115.6	17	383
#E1E1E1	#E8CECA	48116	17.4000000000015	383
#E1E1E1	#E8CECA	48116.4	17	383
#E1E1E1	#E8CECA	48116	16.5999999999985	383
#E1E1E1	#E8CECA	48115.6	17	383
#EFEFEF	#EFDCD9	48116.1	17.5	384
#EFEFEF	#EFDCD9	48116.5	17.9000000000015	384
#EFEFEF	#EFDCD9	48116.9	17.5	384
#EFEFEF	#EFDCD9	48116.5	17.0999999999985	384
#EFEFEF	#EFDCD9	48116.1	17.5	384
#CCCCCC	#DFBBB6	48116.6	18	385
#CCCCCC	#DFBBB6	48117	18.4000000000015	385
#CCCCCC	#DFBBB6	48117.4	18	385
#CCCCCC	#DFBBB6	48117	17.5999999999985	385
#CCCCCC	#DFBBB6	48116.6	18	385
#C1C1C1	#D9B0AB	48117.1	18.5	386
#C1C1C1	#D9B0AB	48117.5	18.9000000000015	386
#C1C1C1	#D9B0AB	48117.9	18.5	386
#C1C1C1	#D9B0AB	48117.5	18.0999999999985	386
#C1C1C1	#D9B0AB	48117.1	18.5	386
#BCBCBC	#D4A7A1	48117.6	19	387
#BCBCBC	#D4A7A1	48118	19.4000000000015	387
#BCBCBC	#D4A7A1	48118.4	19	387
#BCBCBC	#D4A7A1	48118	18.5999999999985	387
#BCBCBC	#D4A7A1	48117.6	19	387
#F2F2F2	#F1E0DE	48118.1	19.5	388
#F2F2F2	#F1E0DE	48118.5	19.9000000000015	388
#F2F2F2	#F1E0DE	48118.9	19.5	388
#F2F2F2	#F1E0DE	48118.5	19.0999999999985	388
#F2F2F2	#F1E0DE	48118.1	19.5	388
#E4E4E4	#E6C9C5	48118.6	20	389
#E4E4E4	#E6C9C5	48119	20.4000000000015	389
#E4E4E4	#E6C9C5	48119.4	20	389
#E4E4E4	#E6C9C5	48119	19.5999999999985	389
#E4E4E4	#E6C9C5	48118.6	20	389
#E7E7E7	#E9CECB	48119.1	20.5	390
#E7E7E7	#E9CECB	48119.5	20.9000000000015	390
#E7E7E7	#E9CECB	48119.9	20.5	390
#E7E7E7	#E9CECB	48119.5	20.0999999999985	390
#E7E7E7	#E9CECB	48119.1	20.5	390
#E2E2E2	#E6C8C5	48119.6	21	391
#E2E2E2	#E6C8C5	48120	21.4000000000015	391
#E2E2E2	#E6C8C5	48120.4	21	391
#E2E2E2	#E6C8C5	48120	20.5999999999985	391
#E2E2E2	#E6C8C5	48119.6	21	391
#F8F8F8	#F6EBEA	48120.1	21.5	392
#F8F8F8	#F6EBEA	48120.5	21.9000000000015	392
#F8F8F8	#F6EBEA	48120.9	21.5	392
#F8F8F8	#F6EBEA	48120.5	21.0999999999985	392
#F8F8F8	#F6EBEA	48120.1	21.5	392
#C8C8C8	#D8AEA8	48120.6	22	393
#C8C8C8	#D8AEA8	48121	22.4000000000015	393
#C8C8C8	#D8AEA8	48121.4	22	393
#C8C8C8	#D8AEA8	48121	21.5999999999985	393
#C8C8C8	#D8AEA8	48120.6	22	393
#ECECEC	#EDD6D3	48121.1	22.5	394
#ECECEC	#EDD6D3	48121.5	22.9000000000015	394
#ECECEC	#EDD6D3	48121.9	22.5	394
#ECECEC	#EDD6D3	48121.5	22.0999999999985	394
#ECECEC	#EDD6D3	48121.1	22.5	394
#F6F6F6	#F2E3E1	48121.6	23	395
#F6F6F6	#F2E3E1	48122	23.4000000000015	395
#F6F6F6	#F2E3E1	48122.4	23	395
#F6F6F6	#F2E3E1	48122	22.5999999999985	395
#F6F6F6	#F2E3E1	48121.6	23	395
#F2F2F2	#EEDAD7	48122.1	23.5	396
#F2F2F2	#EEDAD7	48122.5	23.9000000000015	396
#F2F2F2	#EEDAD7	48122.9	23.5	396
#F2F2F2	#EEDAD7	48122.5	23.0999999999985	396
#F2F2F2	#EEDAD7	48122.1	23.5	396
#EEEEEE	#EDD8D5	48122.6	24	397
#EEEEEE	#EDD8D5	48123	24.4000000000015	397
#EEEEEE	#EDD8D5	48123.4	24	397
#EEEEEE	#EDD8D5	48123	23.5999999999985	397
#EEEEEE	#EDD8D5	48122.6	24	397
#E4E4E4	#E3C3BF	48123.1	24.5	398
#E4E4E4	#E3C3BF	48123.5	24.9000000000015	398
#E4E4E4	#E3C3BF	48123.9	24.5	398
#E4E4E4	#E3C3BF	48123.5	24.0999999999985	398
#E4E4E4	#E3C3BF	48123.1	24.5	398
#B1B1B1	#F8EEED	48099.6	0	399
#B1B1B1	#F8EEED	48100	0.400000000001455	399
#B1B1B1	#F8EEED	48100.4	0	399
#B1B1B1	#F8EEED	48100	-0.400000000001455	399
#B1B1B1	#F8EEED	48099.6	0	399
#AFAFAF	#F7EDEB	48100.1	0.5	400
#AFAFAF	#F7EDEB	48100.5	0.900000000001455	400
#AFAFAF	#F7EDEB	48100.9	0.5	400
#AFAFAF	#F7EDEB	48100.5	0.0999999999985448	400
#AFAFAF	#F7EDEB	48100.1	0.5	400
#C9C9C9	#F8EFEE	48100.6	1	401
#C9C9C9	#F8EFEE	48101	1.40000000000146	401
#C9C9C9	#F8EFEE	48101.4	1	401
#C9C9C9	#F8EFEE	48101	0.599999999998545	401
#C9C9C9	#F8EFEE	48100.6	1	401
#CECECE	#F8EEED	48101.1	1.5	402
#CECECE	#F8EEED	48101.5	1.90000000000146	402
#CECECE	#F8EEED	48101.9	1.5	402
#CECECE	#F8EEED	48101.5	1.09999999999854	402
#CECECE	#F8EEED	48101.1	1.5	402
#919191	#F1DFDC	48101.6	2	403
#919191	#F1DFDC	48102	2.40000000000146	403
#919191	#F1DFDC	48102.4	2	403
#919191	#F1DFDC	48102	1.59999999999854	403
#919191	#F1DFDC	48101.6	2	403
#B2B2B2	#F4E6E4	48102.1	2.5	404
#B2B2B2	#F4E6E4	48102.5	2.90000000000146	404
#B2B2B2	#F4E6E4	48102.9	2.5	404
#B2B2B2	#F4E6E4	48102.5	2.09999999999854	404
#B2B2B2	#F4E6E4	48102.1	2.5	404
#959595	#F0DDDA	48102.6	3	405
#959595	#F0DDDA	48103	3.40000000000146	405
#959595	#F0DDDA	48103.4	3	405
#959595	#F0DDDA	48103	2.59999999999855	405
#959595	#F0DDDA	48102.6	3	405
#D9D9D9	#F7ECEB	48103.1	3.5	406
#D9D9D9	#F7ECEB	48103.5	3.90000000000146	406
#D9D9D9	#F7ECEB	48103.9	3.5	406
#D9D9D9	#F7ECEB	48103.5	3.09999999999855	406
#D9D9D9	#F7ECEB	48103.1	3.5	406
#E9E9E9	#F9F1F0	48103.6	4	407
#E9E9E9	#F9F1F0	48104	4.40000000000146	407
#E9E9E9	#F9F1F0	48104.4	4	407
#E9E9E9	#F9F1F0	48104	3.59999999999855	407
#E9E9E9	#F9F1F0	48103.6	4	407
#D4D4D4	#F5E8E6	48104.1	4.5	408
#D4D4D4	#F5E8E6	48104.5	4.90000000000146	408
#D4D4D4	#F5E8E6	48104.9	4.5	408
#D4D4D4	#F5E8E6	48104.5	4.09999999999855	408
#D4D4D4	#F5E8E6	48104.1	4.5	408
#C1C1C1	#F1E0DE	48104.6	5	409
#C1C1C1	#F1E0DE	48105	5.40000000000146	409
#C1C1C1	#F1E0DE	48105.4	5	409
#C1C1C1	#F1E0DE	48105	4.59999999999855	409
#C1C1C1	#F1E0DE	48104.6	5	409
#EAEAEA	#F8EFED	48105.1	5.5	410
#EAEAEA	#F8EFED	48105.5	5.90000000000146	410
#EAEAEA	#F8EFED	48105.9	5.5	410
#EAEAEA	#F8EFED	48105.5	5.09999999999855	410
#EAEAEA	#F8EFED	48105.1	5.5	410
#FCFCFC	#FDFBFA	48105.6	6	411
#FCFCFC	#FDFBFA	48106	6.40000000000146	411
#FCFCFC	#FDFBFA	48106.4	6	411
#FCFCFC	#FDFBFA	48106	5.59999999999855	411
#FCFCFC	#FDFBFA	48105.6	6	411
#EDEDED	#F7EDEC	48106.1	6.5	412
#EDEDED	#F7EDEC	48106.5	6.90000000000146	412
#EDEDED	#F7EDEC	48106.9	6.5	412
#EDEDED	#F7EDEC	48106.5	6.09999999999855	412
#EDEDED	#F7EDEC	48106.1	6.5	412
#ECECEC	#F7ECEA	48106.6	7	413
#ECECEC	#F7ECEA	48107	7.40000000000146	413
#ECECEC	#F7ECEA	48107.4	7	413
#ECECEC	#F7ECEA	48107	6.59999999999855	413
#ECECEC	#F7ECEA	48106.6	7	413
#D1D1D1	#EFDAD8	48107.1	7.5	414
#D1D1D1	#EFDAD8	48107.5	7.90000000000146	414
#D1D1D1	#EFDAD8	48107.9	7.5	414
#D1D1D1	#EFDAD8	48107.5	7.09999999999855	414
#D1D1D1	#EFDAD8	48107.1	7.5	414
#E9E9E9	#F6E9E8	48107.6	8	415
#E9E9E9	#F6E9E8	48108	8.40000000000146	415
#E9E9E9	#F6E9E8	48108.4	8	415
#E9E9E9	#F6E9E8	48108	7.59999999999855	415
#E9E9E9	#F6E9E8	48107.6	8	415
#DFDFDF	#F2E2E0	48108.1	8.5	416
#DFDFDF	#F2E2E0	48108.5	8.90000000000146	416
#DFDFDF	#F2E2E0	48108.9	8.5	416
#DFDFDF	#F2E2E0	48108.5	8.09999999999855	416
#DFDFDF	#F2E2E0	48108.1	8.5	416
#C8C8C8	#EAD1CE	48108.6	9	417
